,TAA,TA,TIN,TIR,TSI,TIM,TIRE,TIP,TIT,TID,TSC,TAc,Type,TP
6895, ,,IC2222,Aachen Hbf 07:07-Herzogenrath 07:23-Geilenkirchen 07:31-Rheydt Hbf 07:48-Mönchengladbach Hbf 07:55-Viersen 08:03-Krefeld Hbf 08:16-Duisburg Hbf 08:31-Oberhausen Hbf 08:39-Hannover Hbf 11:04-Wolfsburg Hbf 11:38-Berlin Hbf (tief) 12:52,8011160.0,arr,Aachen Hbf,3Berlin Hbf (tief),12:52,20.06.19,Berlin%238011160,0,I,12
6963, ,13:01,ICE 1535,Saarbrücken Hbf 06:29-Homburg(Saar)Hbf 06:50-Kaiserslautern Hbf 07:14-Neustadt(Weinstr)Hbf 07:40-Mannheim Hbf 08:02-Bensheim 08:27-Darmstadt Hbf 08:40-Frankfurt(Main)Hbf 09:02-Erfurt Hbf 11:09-Berlin Hbf (tief) 12:55,8011160.0,arr,Saarbrücken Hbf,7Berlin Hbf (tief),12:55,20.06.19,Berlin%238011160,6,I,12
7131, Grund: Technische Störung am Zug@@Gleiswechsel,12:59,ICE694,Stuttgart Hbf 06:51-Mannheim Hbf 07:32-Frankfurt(Main)Hbf 08:14-Fulda 09:09-Eisenach 10:02-Erfurt Hbf 10:28-Leipzig Hbf 11:16-Lutherstadt Wittenberg Hbf 11:48-Berlin Hbf (tief) 12:29,8011160.0,arr,Stuttgart Hbf,5Berlin Hbf (tief),12:29,20.06.19,Berlin%238011160,30,I,12
7158, ,13:02,ICE 1535,Saarbrücken Hbf 06:29-Homburg(Saar)Hbf 06:50-Kaiserslautern Hbf 07:14-Neustadt(Weinstr)Hbf 07:40-Mannheim Hbf 08:02-Bensheim 08:27-Darmstadt Hbf 08:40-Frankfurt(Main)Hbf 09:02-Erfurt Hbf 11:09-Berlin Hbf (tief) 12:55,8011160.0,arr,Saarbrücken Hbf,7Berlin Hbf (tief),12:55,20.06.19,Berlin%238011160,7,I,12
7196, ,,ICE694,Stuttgart Hbf 06:51-Mannheim Hbf 07:32-Frankfurt(Main)Hbf 08:14-Fulda 09:09-Eisenach 10:02-Erfurt Hbf 10:28-Leipzig Hbf 11:16-Lutherstadt Wittenberg Hbf 11:48-Berlin Hbf (tief) 12:29,8011160.0,arr,Stuttgart Hbf,6Berlin Hbf (tief),12:29,20.06.19,Berlin%238011160,0,I,12
7288, ,13:03,ICE 1535,Saarbrücken Hbf 06:29-Homburg(Saar)Hbf 06:50-Kaiserslautern Hbf 07:14-Neustadt(Weinstr)Hbf 07:40-Mannheim Hbf 08:02-Bensheim 08:27-Darmstadt Hbf 08:40-Frankfurt(Main)Hbf 09:02-Erfurt Hbf 11:09-Berlin Hbf (tief) 12:55,8011160.0,arr,Saarbrücken Hbf,7Berlin Hbf (tief),12:55,20.06.19,Berlin%238011160,8,I,12
7412, ,,ICE558,Berlin Hbf (tief) 12:50-Hannover Hbf 14:28-Bielefeld Hbf 15:24-Hamm(Westf) 15:54-Wuppertal Hbf 16:38-Köln Hbf 17:09,8011160.0,dep,Köln Hbf,5Berlin Hbf (tief),12:50,20.06.19,Berlin%238011160,0,I,12
7482, ,,ICE 1535,Saarbrücken Hbf 06:29-Homburg(Saar)Hbf 06:50-Kaiserslautern Hbf 07:14-Neustadt(Weinstr)Hbf 07:40-Mannheim Hbf 08:02-Bensheim 08:27-Darmstadt Hbf 08:40-Frankfurt(Main)Hbf 09:02-Erfurt Hbf 11:09-Berlin Hbf (tief) 12:55,8011160.0,arr,Saarbrücken Hbf,7Berlin Hbf (tief),12:55,20.06.19,Berlin%238011160,0,I,12
7948, ,,ICE555,Köln Hbf 08:48-Wuppertal Hbf 09:16-Hamm(Westf) 10:02-Bielefeld Hbf 10:34-Hannover Hbf 11:31-Berlin Hbf (tief) 13:05,8011160.0,arr,Köln Hbf,5Berlin Hbf (tief),13:05,20.06.19,Berlin%238011160,0,I,13
7966, ,13:22,ICE707,Hamburg-Altona 11:21-Hamburg Dammtor 11:29-Hamburg Hbf 11:36-Berlin-Spandau 13:12-Berlin Hbf (tief) 13:22,8011160.0,arr,Hamburg-Altona,1Berlin Hbf (tief),13:22,20.06.19,Berlin%238011160,0,I,13
7967, ,13:22,IC 141,Amsterdam Centraal 07:00-Hilversum 07:22-Amersfoort 07:36-Apeldoorn 08:02-Deventer 08:19-Almelo 08:45-Hengelo 08:58-Bad Bentheim 09:28-Rheine 09:42-Osnabrück Hbf 10:08-Bad Oeynhausen 10:37-Minden(Westf) 10:47-Hannover Hbf 11:22-Wolfsburg Hbf 11:54-Stendal 12:26-Berlin Hbf 13:22,8011160.0,arr,Amsterdam Centraal,12,13:22,20.06.19,Berlin%238011160,0,I,13
7974, ,13:32,ICE 1600,München Hbf 08:56-Nürnberg Hbf 10:05-Erlangen 10:19-Erfurt Hbf 11:28-Leipzig Hbf 12:16-Lutherstadt Wittenberg Hbf 12:48-Berlin Südkreuz 13:24-Berlin Hbf (tief) 13:29,8011160.0,arr,München Hbf,7Berlin Hbf (tief),13:29,20.06.19,Berlin%238011160,3,I,13
7975, ,13:32,ICE 1710,München Hbf 08:56-Nürnberg Hbf 10:05-Erlangen 10:19-Erfurt Hbf 11:28-Leipzig Hbf 12:16-Lutherstadt Wittenberg Hbf 12:48-Berlin Südkreuz 13:24-Berlin Hbf (tief) 13:29,8011160.0,arr,München Hbf,7Berlin Hbf (tief),13:29,20.06.19,Berlin%238011160,3,I,13
8000, ,13:55,ICE 1724,München Hbf 09:19-Ingolstadt Hbf 09:57-Nürnberg Hbf 10:36-Coburg 11:29-Erfurt Hbf 12:04-Berlin Südkreuz 13:50-Berlin Hbf (tief) 13:55,8011160.0,arr,München Hbf,6Berlin Hbf (tief),13:55,20.06.19,Berlin%238011160,0,I,13
8005, Grund: Verspätung eines vorausfahrenden Zuges,14:05,ICE374,Basel SBB 06:06-Basel Bad Bf 06:18-Freiburg(Breisgau) Hbf 06:52-Offenburg 07:24-Baden-Baden 07:40-Karlsruhe Hbf 08:00-Mannheim Hbf 08:32-Frankfurt(Main)Hbf 09:14-Hanau Hbf 09:30-Fulda 10:12-Kassel-Wilhelmshöhe 10:45-Göttingen 11:04-Hildesheim Hbf 12:06-Braunschweig Hbf 12:29-Wolfsburg Hbf 12:48-Berlin Hbf 14:00Berlin Hbf: Information. Weitere Informationen,8011160.0,arr,Basel SBB,11,14:00,20.06.19,Berlin%238011160,5,I,14
8261, Grund: Verspätung eines vorausfahrenden Zuges,14:04,ICE374,Basel SBB 06:06-Basel Bad Bf 06:18-Freiburg(Breisgau) Hbf 06:52-Offenburg 07:24-Baden-Baden 07:40-Karlsruhe Hbf 08:00-Mannheim Hbf 08:32-Frankfurt(Main)Hbf 09:14-Hanau Hbf 09:30-Fulda 10:12-Kassel-Wilhelmshöhe 10:45-Göttingen 11:04-Hildesheim Hbf 12:06-Braunschweig Hbf 12:29-Wolfsburg Hbf 12:48-Berlin Hbf 14:00Berlin Hbf: Information. Weitere Informationen,8011160.0,arr,Basel SBB,11,14:00,20.06.19,Berlin%238011160,4,I,14
8422, ,13:31,ICE 1600,München Hbf 08:56-Nürnberg Hbf 10:05-Erlangen 10:19-Erfurt Hbf 11:28-Leipzig Hbf 12:16-Lutherstadt Wittenberg Hbf 12:48-Berlin Südkreuz 13:24-Berlin Hbf (tief) 13:29,8011160.0,arr,München Hbf,7Berlin Hbf (tief),13:29,20.06.19,Berlin%238011160,2,I,13
8423, ,13:31,ICE 1710,München Hbf 08:56-Nürnberg Hbf 10:05-Erlangen 10:19-Erfurt Hbf 11:28-Leipzig Hbf 12:16-Lutherstadt Wittenberg Hbf 12:48-Berlin Südkreuz 13:24-Berlin Hbf (tief) 13:29,8011160.0,arr,München Hbf,7Berlin Hbf (tief),13:29,20.06.19,Berlin%238011160,2,I,13
8457, ,,ICE 1630,Berlin Hbf (tief) 13:04-Erfurt Hbf 14:48-Frankfurt(Main)Hbf 16:56,8011160.0,dep,Frankfurt(Main)Hbf,2Berlin Hbf (tief),13:04,20.06.19,Berlin%238011160,0,I,13
8482, ,,ICE691,Berlin Hbf (tief) 13:28-Lutherstadt Wittenberg Hbf 14:09-Leipzig Hbf 14:42-Erfurt Hbf 15:28-Eisenach 15:54-Fulda 16:48-Frankfurt(Main)Hbf 17:44-Mannheim Hbf 18:27-Stuttgart Hbf 19:07-Ulm Hbf 20:10-Augsburg Hbf 20:53-München-Pasing 21:16-München Hbf 21:26,8011160.0,dep,München Hbf,2Berlin Hbf (tief),13:28,20.06.19,Berlin%238011160,0,I,13
8491, ,13:37,ICE707,Berlin Hbf (tief) 13:37-Berlin Südkreuz 13:42-Bitterfeld 14:32-Erfurt Hbf 15:24-Bamberg 16:16-Nürnberg Hbf 16:54-München Hbf 17:59,8011160.0,dep,München Hbf,1Berlin Hbf (tief),13:37,20.06.19,Berlin%238011160,0,I,13
8495, ,13:40,ICE 1600,Berlin Hbf (tief) 13:40-Berlin-Spandau 13:48-Hamburg Hbf 15:25-Hamburg Dammtor 15:30-Hamburg-Altona 15:39,8011160.0,dep,Hamburg-Altona,7Berlin Hbf (tief),13:40,20.06.19,Berlin%238011160,0,I,13
8502, ,13:48,ICE 1710,Berlin Hbf (tief) 13:46-Berlin Gesundbrunnen 13:50-Eberswalde Hbf 14:17-Angermünde 14:34-Prenzlau 14:59-Pasewalk 15:15-Anklam 15:44-Züssow 15:56-Greifswald 16:10-Stralsund Hbf 16:38-Bergen auf Rügen 17:12-Ostseebad Binz 17:36,8011160.0,dep,Ostseebad Binz,7Berlin Hbf (tief),13:46,20.06.19,Berlin%238011160,2,I,13
8506, ,13:49,ICE848,Berlin Hbf (tief) 13:49-Wolfsburg Hbf 14:52-Hannover Hbf 15:28-Bielefeld Hbf 16:24-Dortmund Hbf 17:10-Bochum Hbf 17:23-Essen Hbf 17:34-Duisburg Hbf 17:47-Düsseldorf Flughafen 17:57-Düsseldorf Hbf 18:06-Köln Hbf 18:32,8011160.0,dep,Köln Hbf,6Berlin Hbf (tief),13:49,20.06.19,Berlin%238011160,0,I,13
8511, ,,IC2223,Berlin Hbf (tief) 13:55-Stendal 14:42-Wolfsburg Hbf 15:18-Hannover Hbf 15:53-Münster(Westf)Hbf 17:42-Krefeld Hbf 19:41-Geilenkirchen 20:27-Herzogenrath 20:35-Aachen Hbf 20:49,8011160.0,dep,Aachen Hbf,8Berlin Hbf (tief),13:55,20.06.19,Berlin%238011160,0,I,13
8513, ,,ICE375,Berlin Hbf 13:57-Wolfsburg Hbf 15:07-Braunschweig Hbf 15:26-Hildesheim Hbf 15:52-Göttingen 16:52-Kassel-Wilhelmshöhe 17:13-Fulda 17:45-Hanau Hbf 18:25-Frankfurt(Main)Hbf 18:44-Mannheim Hbf 19:27-Karlsruhe Hbf 19:58-Baden-Baden 20:16-Offenburg 20:32-Freiburg(Breisgau) Hbf 21:04-Basel Bad Bf 21:38-Basel SBB 21:47,8011160.0,dep,Basel SBB,13,13:57,20.06.19,Berlin%238011160,0,I,13
8541, ,,ICE707,Hamburg-Altona 11:21-Hamburg Dammtor 11:29-Hamburg Hbf 11:36-Berlin-Spandau 13:12-Berlin Hbf (tief) 13:22,8011160.0,arr,Hamburg-Altona,1Berlin Hbf (tief),13:22,20.06.19,Berlin%238011160,0,I,13
8542, ,,IC 141,Amsterdam Centraal 07:00-Hilversum 07:22-Amersfoort 07:36-Apeldoorn 08:02-Deventer 08:19-Almelo 08:45-Hengelo 08:58-Bad Bentheim 09:28-Rheine 09:42-Osnabrück Hbf 10:08-Bad Oeynhausen 10:37-Minden(Westf) 10:47-Hannover Hbf 11:22-Wolfsburg Hbf 11:54-Stendal 12:26-Berlin Hbf 13:22,8011160.0,arr,Amsterdam Centraal,12,13:22,20.06.19,Berlin%238011160,0,I,13
9028, Grund: Verspätung eines vorausfahrenden Zuges,14:03,ICE374,Basel SBB 06:06-Basel Bad Bf 06:18-Freiburg(Breisgau) Hbf 06:52-Offenburg 07:24-Baden-Baden 07:40-Karlsruhe Hbf 08:00-Mannheim Hbf 08:32-Frankfurt(Main)Hbf 09:14-Hanau Hbf 09:30-Fulda 10:12-Kassel-Wilhelmshöhe 10:45-Göttingen 11:04-Hildesheim Hbf 12:06-Braunschweig Hbf 12:29-Wolfsburg Hbf 12:48-Berlin Hbf 14:00Berlin Hbf: Information. Weitere Informationen,8011160.0,arr,Basel SBB,11,14:00,20.06.19,Berlin%238011160,3,I,14
9186, ,,ICE 1600,München Hbf 08:56-Nürnberg Hbf 10:05-Erlangen 10:19-Erfurt Hbf 11:28-Leipzig Hbf 12:16-Lutherstadt Wittenberg Hbf 12:48-Berlin Südkreuz 13:24-Berlin Hbf (tief) 13:29,8011160.0,arr,München Hbf,7Berlin Hbf (tief),13:29,20.06.19,Berlin%238011160,0,I,13
9187, ,,ICE 1710,München Hbf 08:56-Nürnberg Hbf 10:05-Erlangen 10:19-Erfurt Hbf 11:28-Leipzig Hbf 12:16-Lutherstadt Wittenberg Hbf 12:48-Berlin Südkreuz 13:24-Berlin Hbf (tief) 13:29,8011160.0,arr,München Hbf,7Berlin Hbf (tief),13:29,20.06.19,Berlin%238011160,0,I,13
9507, ,,ICE707,Berlin Hbf (tief) 13:37-Berlin Südkreuz 13:42-Bitterfeld 14:32-Erfurt Hbf 15:24-Bamberg 16:16-Nürnberg Hbf 16:54-München Hbf 17:59,8011160.0,dep,München Hbf,1Berlin Hbf (tief),13:37,20.06.19,Berlin%238011160,0,I,13
9522, ,13:51,ICE848,Berlin Hbf (tief) 13:49-Wolfsburg Hbf 14:52-Hannover Hbf 15:28-Bielefeld Hbf 16:24-Dortmund Hbf 17:10-Bochum Hbf 17:23-Essen Hbf 17:34-Duisburg Hbf 17:47-Düsseldorf Flughafen 17:57-Düsseldorf Hbf 18:06-Köln Hbf 18:32,8011160.0,dep,Köln Hbf,6Berlin Hbf (tief),13:49,20.06.19,Berlin%238011160,2,I,13
9529, ,13:59,ICE375,Berlin Hbf 13:57-Wolfsburg Hbf 15:07-Braunschweig Hbf 15:26-Hildesheim Hbf 15:52-Göttingen 16:52-Kassel-Wilhelmshöhe 17:13-Fulda 17:45-Hanau Hbf 18:25-Frankfurt(Main)Hbf 18:44-Mannheim Hbf 19:27-Karlsruhe Hbf 19:58-Baden-Baden 20:16-Offenburg 20:32-Freiburg(Breisgau) Hbf 21:04-Basel Bad Bf 21:38-Basel SBB 21:47,8011160.0,dep,Basel SBB,13,13:57,20.06.19,Berlin%238011160,2,I,13
9658, ,14:00,ICE374,Basel SBB 06:06-Basel Bad Bf 06:18-Freiburg(Breisgau) Hbf 06:52-Offenburg 07:24-Baden-Baden 07:40-Karlsruhe Hbf 08:00-Mannheim Hbf 08:32-Frankfurt(Main)Hbf 09:14-Hanau Hbf 09:30-Fulda 10:12-Kassel-Wilhelmshöhe 10:45-Göttingen 11:04-Hildesheim Hbf 12:06-Braunschweig Hbf 12:29-Wolfsburg Hbf 12:48-Berlin Hbf 14:00Berlin Hbf: Information. Weitere Informationen,8011160.0,arr,Basel SBB,11,14:00,20.06.19,Berlin%238011160,0,I,14
9716, Grund: Verspätung eines vorausfahrenden Zuges,13:57,ICE 1724,München Hbf 09:19-Ingolstadt Hbf 09:57-Nürnberg Hbf 10:36-Coburg 11:29-Erfurt Hbf 12:04-Berlin Südkreuz 13:50-Berlin Hbf (tief) 13:55,8011160.0,arr,München Hbf,6Berlin Hbf (tief),13:55,20.06.19,Berlin%238011160,2,I,13
10288, Grund: Verspätung eines vorausfahrenden Zuges,14:02,ICE374,Basel SBB 06:06-Basel Bad Bf 06:18-Freiburg(Breisgau) Hbf 06:52-Offenburg 07:24-Baden-Baden 07:40-Karlsruhe Hbf 08:00-Mannheim Hbf 08:32-Frankfurt(Main)Hbf 09:14-Hanau Hbf 09:30-Fulda 10:12-Kassel-Wilhelmshöhe 10:45-Göttingen 11:04-Hildesheim Hbf 12:06-Braunschweig Hbf 12:29-Wolfsburg Hbf 12:48-Berlin Hbf 14:00Berlin Hbf: Information. Weitere Informationen,8011160.0,arr,Basel SBB,11,14:00,20.06.19,Berlin%238011160,2,I,14
10535, ,,ICE 1724,München Hbf 09:19-Ingolstadt Hbf 09:57-Nürnberg Hbf 10:36-Coburg 11:29-Erfurt Hbf 12:04-Berlin Südkreuz 13:50-Berlin Hbf (tief) 13:55,8011160.0,arr,München Hbf,6Berlin Hbf (tief),13:55,20.06.19,Berlin%238011160,0,I,13
10582, ,,ICE 1600,Berlin Hbf (tief) 13:40-Berlin-Spandau 13:48-Hamburg Hbf 15:25-Hamburg Dammtor 15:30-Hamburg-Altona 15:39,8011160.0,dep,Hamburg-Altona,7Berlin Hbf (tief),13:40,20.06.19,Berlin%238011160,0,I,13
10589, ,,ICE 1710,Berlin Hbf (tief) 13:46-Berlin Gesundbrunnen 13:50-Eberswalde Hbf 14:17-Angermünde 14:34-Prenzlau 14:59-Pasewalk 15:15-Anklam 15:44-Züssow 15:56-Greifswald 16:10-Stralsund Hbf 16:38-Bergen auf Rügen 17:12-Ostseebad Binz 17:36,8011160.0,dep,Ostseebad Binz,7Berlin Hbf (tief),13:46,20.06.19,Berlin%238011160,0,I,13
10593, ,,ICE848,Berlin Hbf (tief) 13:49-Wolfsburg Hbf 14:52-Hannover Hbf 15:28-Bielefeld Hbf 16:24-Dortmund Hbf 17:10-Bochum Hbf 17:23-Essen Hbf 17:34-Duisburg Hbf 17:47-Düsseldorf Flughafen 17:57-Düsseldorf Hbf 18:06-Köln Hbf 18:32,8011160.0,dep,Köln Hbf,6Berlin Hbf (tief),13:49,20.06.19,Berlin%238011160,0,I,13
11296, ,,ICE374,Basel SBB 06:06-Basel Bad Bf 06:18-Freiburg(Breisgau) Hbf 06:52-Offenburg 07:24-Baden-Baden 07:40-Karlsruhe Hbf 08:00-Mannheim Hbf 08:32-Frankfurt(Main)Hbf 09:14-Hanau Hbf 09:30-Fulda 10:12-Kassel-Wilhelmshöhe 10:45-Göttingen 11:04-Hildesheim Hbf 12:06-Braunschweig Hbf 12:29-Wolfsburg Hbf 12:48-Berlin Hbf 14:00,8011160.0,arr,Basel SBB,11,14:00,20.06.19,Berlin%238011160,0,I,14
12439, Grund: Technische Störung an einem anderen Zug,14:22,ICE 1711,Ostseebad Binz 10:21-Bergen auf Rügen 10:42-Stralsund Hbf 11:12-Greifswald 11:36-Züssow 11:52-Anklam 12:08-Pasewalk 12:38-Prenzlau 12:54-Angermünde 13:18-Eberswalde Hbf 13:35-Berlin Gesundbrunnen 14:01-Berlin Hbf (tief) 14:07,8011160.0,arr,Ostseebad Binz,2Berlin Hbf (tief),14:07,20.06.19,Berlin%238011160,15,I,14
12443, Grund: Polizeiliche Ermittlung,14:28,ICE847,Köln Hbf 09:28-Düsseldorf Hbf 09:51-Düsseldorf Flughafen 09:59-Duisburg Hbf 10:09-Essen Hbf 10:23-Bochum Hbf 10:35-Dortmund Hbf 10:48-Bielefeld Hbf 11:34-Hannover Hbf 12:31-Wolfsburg Hbf 13:05-Berlin Hbf (tief) 14:10,8011160.0,arr,Köln Hbf,5Berlin Hbf (tief),14:10,20.06.19,Berlin%238011160,18,I,14
12454, ,14:20,ICE 1601,Hamburg-Altona 12:18-Hamburg Dammtor 12:27-Hamburg Hbf 12:35-Berlin-Spandau 14:10-Berlin Hbf (tief) 14:20,8011160.0,arr,Hamburg-Altona,2Berlin Hbf (tief),14:20,20.06.19,Berlin%238011160,0,I,14
12457, Grund: Verzögerungen im Betriebsablauf,14:43,ICE800,München Hbf 09:54-Ingolstadt Hbf 10:31-Nürnberg Hbf 11:06-Bamberg 11:40-Erfurt Hbf 12:32-Bitterfeld 13:24-Berlin Südkreuz 14:19-Berlin Hbf (tief) 14:24,8011160.0,arr,München Hbf,7Berlin Hbf (tief),14:24,20.06.19,Berlin%238011160,19,I,14
12463, Grund: Verspätung eines vorausfahrenden Zuges,14:39,ICE692,München Hbf 06:29-München-Pasing 06:38-Augsburg Hbf 07:05-Ulm Hbf 07:49-Stuttgart Hbf 08:51-Mannheim Hbf 09:32-Frankfurt(Main)Hbf 10:14-Fulda 11:09-Eisenach 12:02-Erfurt Hbf 12:28-Leipzig Hbf 13:16-Lutherstadt Wittenberg Hbf 13:48-Berlin Hbf (tief) 14:29,8011160.0,arr,München Hbf,6Berlin Hbf (tief),14:29,20.06.19,Berlin%238011160,10,I,14
12489, Grund: Technische Störung am Zug,15:05,ICE 1537,Frankfurt(Main)Hbf 11:02-Erfurt Hbf 13:09-Berlin Hbf (tief) 14:55Berlin Hbf (tief): Information. Weitere Informationen,8011160.0,arr,Frankfurt(Main)Hbf,7Berlin Hbf (tief),14:55,20.06.19,Berlin%238011160,10,I,14
12507, Grund: Polizeiliche Ermittlung,14:27,ICE847,Köln Hbf 09:28-Düsseldorf Hbf 09:51-Düsseldorf Flughafen 09:59-Duisburg Hbf 10:09-Essen Hbf 10:23-Bochum Hbf 10:35-Dortmund Hbf 10:48-Bielefeld Hbf 11:34-Hannover Hbf 12:31-Wolfsburg Hbf 13:05-Berlin Hbf (tief) 14:10,8011160.0,arr,Köln Hbf,5Berlin Hbf (tief),14:10,20.06.19,Berlin%238011160,17,I,14
12553, Grund: Technische Störung am Zug,15:06,ICE 1537,Frankfurt(Main)Hbf 11:02-Erfurt Hbf 13:09-Berlin Hbf (tief) 14:55Berlin Hbf (tief): Information. Weitere Informationen,8011160.0,arr,Frankfurt(Main)Hbf,7Berlin Hbf (tief),14:55,20.06.19,Berlin%238011160,11,I,14
12681, Grund: Technische Störung am Zug,15:07,ICE 1537,Frankfurt(Main)Hbf 11:02-Erfurt Hbf 13:09-Berlin Hbf (tief) 14:55Berlin Hbf (tief): Information. Weitere Informationen,8011160.0,arr,Frankfurt(Main)Hbf,7Berlin Hbf (tief),14:55,20.06.19,Berlin%238011160,12,I,14
12713, Grund: Verzögerungen im Betriebsablauf,14:45,ICE800,München Hbf 09:54-Ingolstadt Hbf 10:31-Nürnberg Hbf 11:06-Bamberg 11:40-Erfurt Hbf 12:32-Bitterfeld 13:24-Berlin Südkreuz 14:19-Berlin Hbf (tief) 14:24,8011160.0,arr,München Hbf,7Berlin Hbf (tief),14:24,20.06.19,Berlin%238011160,21,I,14
12774, ,,ICE 1601,Hamburg-Altona 12:18-Hamburg Dammtor 12:27-Hamburg Hbf 12:35-Berlin-Spandau 14:10-Berlin Hbf (tief) 14:20,8011160.0,arr,Hamburg-Altona,2Berlin Hbf (tief),14:20,20.06.19,Berlin%238011160,0,I,14
12823, Grund: Technische Störung an einem anderen Zug,14:23,ICE 1711,Ostseebad Binz 10:21-Bergen auf Rügen 10:42-Stralsund Hbf 11:12-Greifswald 11:36-Züssow 11:52-Anklam 12:08-Pasewalk 12:38-Prenzlau 12:54-Angermünde 13:18-Eberswalde Hbf 13:35-Berlin Gesundbrunnen 14:01-Berlin Hbf (tief) 14:07,8011160.0,arr,Ostseebad Binz,2Berlin Hbf (tief),14:07,20.06.19,Berlin%238011160,16,I,14
12887, ,,ICE 1711,Ostseebad Binz 10:21-Bergen auf Rügen 10:42-Stralsund Hbf 11:12-Greifswald 11:36-Züssow 11:52-Anklam 12:08-Pasewalk 12:38-Prenzlau 12:54-Angermünde 13:18-Eberswalde Hbf 13:35-Berlin Gesundbrunnen 14:01-Berlin Hbf (tief) 14:07,8011160.0,arr,Ostseebad Binz,2Berlin Hbf (tief),14:07,20.06.19,Berlin%238011160,0,I,14
13019, ,,ICE 1724,Berlin Hbf (tief) 14:13-Berlin Gesundbrunnen 14:17-Neustrelitz Hbf 15:19-Waren(Müritz) 15:41-Rostock Hbf 16:22-Warnemünde 16:51,8011160.0,dep,Warnemünde,6Berlin Hbf (tief),14:13,20.06.19,Berlin%238011160,0,I,14
13036, ,14:41,ICE 1601,Berlin Hbf (tief) 14:30-Berlin Südkreuz 14:35-Lutherstadt Wittenberg Hbf 15:10-Leipzig Hbf 15:42-Erfurt Hbf 16:29-Erlangen 17:35-Nürnberg Hbf 17:53-München Hbf 19:06,8011160.0,dep,München Hbf,2Berlin Hbf (tief),14:30,20.06.19,Berlin%238011160,11,I,14
13037, Grund: Technische Störung an einem anderen Zug,14:41,ICE 1711,Berlin Hbf (tief) 14:30-Berlin Südkreuz 14:35-Lutherstadt Wittenberg Hbf 15:10-Leipzig Hbf 15:42-Erfurt Hbf 16:29-Erlangen 17:35-Nürnberg Hbf 17:53-München Hbf 19:06,8011160.0,dep,München Hbf,2Berlin Hbf (tief),14:30,20.06.19,Berlin%238011160,11,I,14
13043, ,14:34,IC 142,Berlin Hbf 14:34-Stendal 15:31-Wolfsburg Hbf 16:00-Hannover Hbf 16:36-Minden(Westf) 17:10-Bünde(Westf) 17:30-Osnabrück Hbf 17:51-Rheine 18:19-Bad Bentheim 18:34-Hengelo 19:01-Almelo 19:14-Deventer 19:41-Apeldoorn 19:58-Amersfoort 20:24-Hilversum 20:38-Amsterdam Centraal 21:00,8011160.0,dep,Amsterdam Centraal,14,14:34,20.06.19,Berlin%238011160,0,I,14
13049, Grund: Verzögerungen im Betriebsablauf,14:50,ICE800,Berlin Hbf (tief) 14:38-Berlin-Spandau 14:46-Hamburg Hbf 16:21-Hamburg Dammtor 16:29-Hamburg-Altona 16:38,8011160.0,dep,Hamburg-Altona,7Berlin Hbf (tief),14:38,20.06.19,Berlin%238011160,12,I,14
13061, ,,ICE556,Berlin Hbf (tief) 14:51-Hannover Hbf 16:28-Bielefeld Hbf 17:24-Hamm(Westf) 17:54-Wuppertal Hbf 18:38-Köln Hbf 19:09-Bonn Hbf 19:32-Andernach 19:59-Koblenz Hbf 20:13,8011160.0,dep,Koblenz Hbf,5Berlin Hbf (tief),14:51,20.06.19,Berlin%238011160,0,I,14
13083, ,,ICE847,Köln Hbf 09:28-Düsseldorf Hbf 09:51-Düsseldorf Flughafen 09:59-Duisburg Hbf 10:09-Essen Hbf 10:23-Bochum Hbf 10:35-Dortmund Hbf 10:48-Bielefeld Hbf 11:34-Hannover Hbf 12:31-Wolfsburg Hbf 13:05-Berlin Hbf (tief) 14:10,8011160.0,arr,Köln Hbf,5Berlin Hbf (tief),14:10,20.06.19,Berlin%238011160,0,I,14
13161, Grund: Verzögerungen im Betriebsablauf,14:44,ICE800,München Hbf 09:54-Ingolstadt Hbf 10:31-Nürnberg Hbf 11:06-Bamberg 11:40-Erfurt Hbf 12:32-Bitterfeld 13:24-Berlin Südkreuz 14:19-Berlin Hbf (tief) 14:24,8011160.0,arr,München Hbf,7Berlin Hbf (tief),14:24,20.06.19,Berlin%238011160,20,I,14
13353, Grund: Verzögerungen im Betriebsablauf,14:46,ICE800,München Hbf 09:54-Ingolstadt Hbf 10:31-Nürnberg Hbf 11:06-Bamberg 11:40-Erfurt Hbf 12:32-Bitterfeld 13:24-Berlin Südkreuz 14:19-Berlin Hbf (tief) 14:24,8011160.0,arr,München Hbf,7Berlin Hbf (tief),14:24,20.06.19,Berlin%238011160,22,I,14
13359, Grund: Verspätung eines vorausfahrenden Zuges,14:42,ICE692,München Hbf 06:29-München-Pasing 06:38-Augsburg Hbf 07:05-Ulm Hbf 07:49-Stuttgart Hbf 08:51-Mannheim Hbf 09:32-Frankfurt(Main)Hbf 10:14-Fulda 11:09-Eisenach 12:02-Erfurt Hbf 12:28-Leipzig Hbf 13:16-Lutherstadt Wittenberg Hbf 13:48-Berlin Hbf (tief) 14:29,8011160.0,arr,München Hbf,6Berlin Hbf (tief),14:29,20.06.19,Berlin%238011160,13,I,14
